X,Area,Year,Date,Type,Sub.Area,Address,AddressArea,coordinates,latitude,longitude,BuildingType,LandArea,Pricepsf,Price,BuiltUp,State,CityArea.km2.,City.Town.Village,school.normalised,Population,CPI,Pop.Density,dis_Klcenter_km,time_Klcenter_min,dis_airport_km,time_airport_min,min_dist_hospital_2km,min_dist_school_2km,dist_conv_store_2km,dist_train_10km,dist_min_police_2km,dist_bus_500m,no_hospital_2km,no_train_station_10km,no_conv_store_2km,no_manufacturing_1km,no_manufacturing_500,no_police_2km,no_bus_station_500m,no_school_1km
156,AMPANG JAYA,2016,8/23/2016,Residential,TAMAN PINGGIRAN CEMPAKA,JALAN CEMPAKA,"JALAN CEMPAKA, AMPANG JAYA",3.1372804+101.7475008,3.1372804,101.7475008,TOWN HOUSE,NA,409,370000,904,Selengor,143.5,Town,2.68E-05,942827.1,116.18,6570.223693,13.3,13.72,70.99,59.03,581.86,182.2,628.05,5979.55,693.44,69.23,20,14,20,20,15,6,14,20
157,AMPANG JAYA,2016,5/24/2016,Industrial,KAMPUNG TASEK TAMBAHAN, JALAN 6/14,"JALAN 6/14, AMPANG JAYA",3.1813708+101.7605305,3.1813708,101.7605305,SEMI-D FACTORY,753,409,4600000,NA,Selengor,143.5,Town,2.68E-05,942827.1,116.18,6570.223693,16.09,21.25,76.81,67.92,1237.74,206.67,934.77,7938.38,1089.74,361.32,3,8,9,20,3,4,3,15
158,AMPANG JAYA,2016,2/15/2016,Residential,TAMAN BUKIT SEGAR EMAS/CHERAS HARTAMAS(AMPG), JALAN CH 10,"JALAN CH 10, AMPANG JAYA",3.0821114+101.7466937,3.0821114,101.7466937,SEMI-D,657,344,1100000,NA,Selengor,143.5,Town,2.68E-05,942827.1,116.18,6570.223693,13.52,18.95,70.67,59.65,968.4,353.1,72.97,4014.75,728.79,116.57,6,10,20,20,20,8,5,20
161,AMPANG JAYA,2016,10/10/16,Residential,TAMAN PINGGIRAN CEMPAKA,JALAN PINGGIRAN CEMPAKA,"JALAN PINGGIRAN CEMPAKA, AMPANG JAYA",3.1371165+101.7502628,3.1371165,101.7502628,TOWN HOUSE,753,485,438000,904,Selengor,143.5,Town,2.68E-05,942827.1,116.18,6570.223693,13.87,15.9,71.56,61.22,353.23,361.39,276.31,6287.08,992.94,268.44,20,13,20,20,20,7,12,20
162,AMPANG JAYA,2016,12/1/16,Residential,PANDAN VILLE,JALAN PANDAN INDAH 1/16,"JALAN PANDAN INDAH 1/16, AMPANG JAYA",3.1296078+101.7517943,3.1296078,101.7517943,CONDOMINIUM,NA,317,498000,NA,Selengor,143.5,Town,2.68E-05,942827.1,116.18,6570.223693,13.16,16.15,71.11,61.8,56.15,103.5,334.93,6250.71,232.56,59.93,20,13,20,20,20,4,10,20
163,AMPANG JAYA,2016,8/22/2016,Industrial,TAMAN INDUSTRI BUKIT PERMAI,JALAN BUKIT PERMAI UTAMA 3,"JALAN BUKIT PERMAI UTAMA 3, AMPANG JAYA",3.1106906+101.7540593,3.1106906,101.7540593,SEMI-D FACTORY,NA,514,3700000,NA,Selengor,143.5,Town,2.68E-05,942827.1,116.18,6570.223693,13.73,20.08,68.79,59.23,283.49,741.96,365.48,5601.81,1076.92,79.05,20,10,20,20,20,4,6,18
164,AMPANG JAYA,2016,4/7/16,Residential,TAMAN AMPANG MAJU,JALAN 6,"JALAN 6, AMPANG JAYA",3.1406503+101.7659365,3.1406503,101.7659365,SEMI-D,635,448,1600000,NA,Selengor,143.5,Town,2.68E-05,942827.1,116.18,6570.223693,16.03,20.18,73.98,65.85,258.46,232.85,270.21,8022.15,617.71,152.5,20,9,20,20,20,5,9,20
167,AMPANG JAYA,2016,4/1/16,Residential,TAMAN PINGGIRAN CEMPAKA,JALAN CEMPAKA,"JALAN CEMPAKA, AMPANG JAYA",3.1372804+101.7475008,3.1372804,101.7475008,TOWN HOUSE,603,411,390000,950,Selengor,143.5,Town,2.68E-05,942827.1,116.18,6570.223693,13.3,13.72,70.99,59.03,581.86,182.2,628.05,5979.55,693.44,69.23,20,14,20,20,15,6,14,20
169,AMPANG JAYA,2017,8/3/17,Residential,TAMAN LEMBAH MAJU,JALAN MAJU 2/1,"JALAN MAJU 2/1, AMPANG JAYA",3.1259533+101.7584434,3.1259533,101.7584434,APARTMENT,743,297,195000,656,Selengor,143.5,Town,2.68E-05,969472.6,120.25,6755.90662,15.25,18.25,71.09,62.73,610.06,371.63,197.72,6675.95,688.46,312.32,20,10,20,20,20,3,12,20
171,AMPANG JAYA,2017,6/28/2017,Residential,KAMPUNG TASIK TAMBAHAN,JALAN 4/3,"JALAN 4/3, AMPANG JAYA",3.1568113+101.7684877,3.1568113,101.7684877,TERRACE HOUSE,NA,541,440000,813,Selengor,143.5,Town,2.68E-05,969472.6,120.25,6755.90662,15.38,21.28,77.23,69.87,1108.71,396.82,758.24,8387.55,866.12,150.5,20,7,20,20,5,7,6,20
174,AMPANG JAYA,2017,3/20/2017,Residential,TAMAN PANDAN CAHAYA,JALAN PANDAN CAHAYA 2/2,"JALAN PANDAN CAHAYA 2/2, AMPANG JAYA",3.1384111+101.7571486,3.1384111,101.7571486,FLAT,NA,268,170000,635,Selengor,143.5,Town,2.68E-05,969472.6,120.25,6755.90662,15.14,18.83,72.83,64.15,216.64,471.42,12.25,7046.81,1162.26,261.54,20,11,20,20,20,7,7,20
176,AMPANG JAYA,2017,5/6/17,Industrial,KAMPUNG BARU CHINA, JALAN 14,"JALAN 14, AMPANG JAYA",3.1351825+101.7597752,3.1351825,101.7597752,DETACHED FACTORY,743,267,1600000,NA,Selengor,143.5,Town,2.68E-05,969472.6,120.25,6755.90662,14.77,17.03,72.73,62.68,425.99,667.68,416.13,7333.24,1307.05,277.39,20,11,20,20,20,7,6,20
177,AMPANG JAYA,2017,4/5/17,Residential,TAMAN PANDAN CAHAYA,JALAN PANDAN CAHAYA 2/2,"JALAN PANDAN CAHAYA 2/2, AMPANG JAYA",3.1384111+101.7571486,3.1384111,101.7571486,FLAT,NA,220,140000,635,Selengor,143.5,Town,2.68E-05,969472.6,120.25,6755.90662,15.14,18.83,72.83,64.15,216.64,471.42,12.25,7046.81,1162.26,261.54,20,11,20,20,20,7,7,20
178,AMPANG JAYA,2017,7/6/17,Residential,TAMAN LEMBAH MAJU,JALAN MAJU 3/3,"JALAN MAJU 3/3, AMPANG JAYA",3.1251877+101.7562186,3.1251877,101.7562186,APARTMENT,743,104,80000,769,Selengor,143.5,Town,2.68E-05,969472.6,120.25,6755.90662,15.4,20.07,71.16,64.3,516.07,329.34,71.29,6417.52,707.2,111.17,20,11,20,20,20,4,8,20
181,AMPANG JAYA,2017,5/12/17,Residential,TAMAN PANDAN PERDANA,JALAN PERDANA 9/10,"JALAN PERDANA 9/10, AMPANG JAYA",3.1223459+101.7446611,3.1223459,101.7446611,FLAT,NA,191,115000,603,Selengor,143.5,Town,2.68E-05,969472.6,120.25,6755.90662,12.87,15.87,70.99,61.58,72.68,691.01,252.95,5145.44,897.01,258.96,20,15,20,20,20,5,8,20
182,AMPANG JAYA,2017,5/18/2017,Residential,TAMAN PANDAN CAHAYA,JALAN PANDAN CAHAYA 2/1,"JALAN PANDAN CAHAYA 2/1, AMPANG JAYA",3.1385696+101.7577943,3.1385696,101.7577943,FLAT,NA,228,145000,635,Selengor,143.5,Town,2.68E-05,969472.6,120.25,6755.90662,15.22,19.35,72.91,64.67,145.94,529.26,65.07,7118.18,1150.35,268.02,20,11,20,20,20,7,6,20
183,AMPANG JAYA,2017,5/3/17,Residential,TAMAN LEMBAH MAJU,JALAN MAJU 2/1,"JALAN MAJU 2/1, AMPANG JAYA",3.1259533+101.7584434,3.1259533,101.7584434,APARTMENT,NA,314,280000,892,Selengor,143.5,Town,2.68E-05,969472.6,120.25,6755.90662,15.25,18.25,71.09,62.73,610.06,371.63,197.72,6675.95,688.46,312.32,20,10,20,20,20,3,12,20
185,AMPANG JAYA,2017,8/15/2017,Residential,TAMAN LEMBAH MAJU,JALAN MAJU 2/1,"JALAN MAJU 2/1, AMPANG JAYA",3.1259533+101.7584434,3.1259533,101.7584434,APARTMENT,NA,298,275000,923,Selengor,143.5,Town,2.68E-05,969472.6,120.25,6755.90662,15.25,18.25,71.09,62.73,610.06,371.63,197.72,6675.95,688.46,312.32,20,10,20,20,20,3,12,20
186,AMPANG JAYA,2017,7/12/17,Residential,TAMAN PANDAN PERDANA,JALAN PERDANA 6/6,"JALAN PERDANA 6/6, AMPANG JAYA",3.1128774+101.7436407,3.1128774,101.7436407,FLAT,861,203,95000,468,Selengor,143.5,Town,2.68E-05,969472.6,120.25,6755.90662,15.3,19.07,70.42,61.42,65.23,251.49,52.65,4572.34,131.03,338.48,20,15,20,20,20,5,3,18
187,AMPANG JAYA,2017,5/8/17,Residential,KAMPUNG DATO MUFTI SHUIB (AMPANG),LORONG DATO MUFTI SHUIB 9,"LORONG DATO MUFTI SHUIB 9, AMPANG JAYA",3.1478639+101.7807891,3.1478639,101.7807891,BUNGALOW,NA,116,370000,NA,Selengor,143.5,Town,2.68E-05,969472.6,120.25,6755.90662,17.61,26.9,75.92,72.93,534.25,273.02,740.86,9713.29,826.86,426.71,6,2,20,20,6,2,2,15
188,AMPANG JAYA,2017,1/25/2017,Commercial,PANDAN INDAH COMMERCIAL PARK,JALAN 6/10,"JALAN 6/10, AMPANG JAYA",3.1241665+101.7746468,3.1241665,101.7746468,SHOP UNIT,NA,353,630000,NA,Selengor,143.5,Town,2.68E-05,969472.6,120.25,6755.90662,16.43,20.22,74.39,65.88,42.12,220.98,257.25,8240.4,1607.81,112.38,8,5,20,20,20,1,1,20
189,AMPANG JAYA,2017,4/7/17,Residential,TAMAN PANDAN MEWAH,JALAN MEWAH 4,"JALAN MEWAH 4, AMPANG JAYA",3.1393725+101.7595008,3.1393725,101.7595008,FLAT,NA,213,160000,751,Selengor,143.5,Town,2.68E-05,969472.6,120.25,6755.90662,15,18.48,72.69,63.8,69.82,519.72,57.95,7306.58,988.8,344.75,20,10,20,20,20,6,1,20
190,AMPANG JAYA,2017,2/13/2017,Commercial,ONE AMPANG AVENUE,JALAN AMPANG UTAMA 1/2,"JALAN AMPANG UTAMA 1/2, AMPANG JAYA",3.1556789+101.7515198,3.1556789,101.7515198,OFFICE,700,239,436500,NA,Selengor,143.5,Town,2.68E-05,969472.6,120.25,6755.90662,15.94,19.95,73.71,64.72,78.34,18.37,141.71,6499.21,15.38,139.91,20,13,20,20,20,6,9,20
191,AMPANG JAYA,2017,6/21/2017,Residential,SOUTH VIEW @ ONE AMPANG AVENUE,JALAN AMPANG UTAMA 1/1,"JALAN AMPANG UTAMA 1/1, AMPANG JAYA",3.155368+101.7513587,3.155368,101.7513587,CONDOMINIUM,700,474,500000,NA,Selengor,143.5,Town,2.68E-05,969472.6,120.25,6755.90662,15.9,20.4,73.67,65.17,90.07,56.29,105.11,6480.83,51.78,168.87,20,14,20,20,20,6,8,20
192,AMPANG JAYA,2017,6/20/2017,Residential,TAMAN PANDAN MEWAH,JALAN MEWAH 4,"JALAN MEWAH 4, AMPANG JAYA",3.1393725+101.7595008,3.1393725,101.7595008,FLAT,764,226,170000,751,Selengor,143.5,Town,2.68E-05,969472.6,120.25,6755.90662,15,18.48,72.69,63.8,69.82,519.72,57.95,7306.58,988.8,344.75,20,10,20,20,20,6,1,20
194,AMPANG JAYA,2017,5/15/2017,Residential,TAMAN PANDAN MEWAH,JALAN MEWAH 4,"JALAN MEWAH 4, AMPANG JAYA",3.1393725+101.7595008,3.1393725,101.7595008,FLAT,700,146,110000,751,Selengor,143.5,Town,2.68E-05,969472.6,120.25,6755.90662,15,18.48,72.69,63.8,69.82,519.72,57.95,7306.58,988.8,344.75,20,10,20,20,20,6,1,20
196,AMPANG JAYA,2017,6/13/2017,Residential,TAMAN PANDAN PERDANA,JALAN PERDANA 6/8,"JALAN PERDANA 6/8, AMPANG JAYA",3.1123126+101.7433763,3.1123126,101.7433763,FLAT,764,197,140000,710,Selengor,143.5,Town,2.68E-05,969472.6,120.25,6755.90662,14.95,17.5,70.07,59.85,132.53,306.99,108.58,4522.5,124.87,346.96,20,14,20,20,20,5,3,18
198,AMPANG JAYA,2017,7/3/17,Residential,KAMPUNG TASIK TAMBAHAN,JALAN 3/1A,"JALAN 3/1A, AMPANG JAYA",3.1787793+101.7607176,3.1787793,101.7607176,TERRACE HOUSE,764,541,440000,813,Selengor,143.5,Town,2.68E-05,969472.6,120.25,6755.90662,15.64,19.33,76.36,66.02,651.32,235.08,1210.05,7899.07,977.09,NA,1,8,10,20,3,4,NA,14
199,AMPANG JAYA,2017,7/3/17,Residential,SOUTH VIEW @ ONE AMPANG AVENUE,JALAN AMPANG UTAMA 1,"JALAN AMPANG UTAMA 1, AMPANG JAYA",3.1556789+101.7515198,3.1556789,101.7515198,CONDOMINIUM,764,417,525000,NA,Selengor,143.5,Town,2.68E-05,969472.6,120.25,6755.90662,15.94,19.95,73.71,64.72,78.34,18.37,141.71,6499.21,15.38,139.91,20,13,20,20,20,6,9,20
200,AMPANG JAYA,2017,3/29/2017,Industrial,KAMPUNG BARU CHINA,JALAN 11,"JALAN 11, AMPANG JAYA",3.1209697+101.7660208,3.1209697,101.7660208,DETACHED FACTORY,700,364,2450000,NA,Selengor,143.5,Town,2.68E-05,969472.6,120.25,6755.90662,17.05,21,73.08,66.65,676.42,302.78,356.48,7217.69,593.52,31.27,20,8,20,20,20,3,13,20
201,AMPANG JAYA,2017,7/3/17,Residential,TAMAN LEMBAH MAJU,JALAN MAJU 1/11,"JALAN MAJU 1/11, AMPANG JAYA",3.1225598+101.7546958,3.1225598,101.7546958,APARTMENT,700,179,150000,838,Selengor,143.5,Town,2.68E-05,969472.6,120.25,6755.90662,15.33,18.35,70.5,60.8,571.19,358.59,227.78,6133.09,720.63,128.1,20,11,20,20,20,4,15,20
202,AMPANG JAYA,2017,6/19/2017,Residential,TAMAN LEMBAH MAJU,JALAN MAJU 1/11,"JALAN MAJU 1/11, AMPANG JAYA",3.1225598+101.7546958,3.1225598,101.7546958,APARTMENT,NA,282,255000,904,Selengor,143.5,Town,2.68E-05,969472.6,120.25,6755.90662,15.33,18.35,70.5,60.8,571.19,358.59,227.78,6133.09,720.63,128.1,20,11,20,20,20,4,15,20
203,AMPANG JAYA,2017,2/3/17,Residential,TAMAN BUKIT AMPANG,JALAN NILAM,"JALAN NILAM, AMPANG JAYA",3.1411969+101.7784306,3.1411969,101.7784306,SEMI-D,NA,153,650000,NA,Selengor,143.5,Town,2.68E-05,969472.6,120.25,6755.90662,17.1,23.88,75.32,69.3,258.46,1082.45,435.72,9411.58,1313.89,219.72,10,3,20,20,20,3,4,17
204,AMPANG JAYA,2017,4/20/2017,Residential,TAMAN LEMBAH MAJU,JALAN MAJU 2/1,"JALAN MAJU 2/1, AMPANG JAYA",3.1259533+101.7584434,3.1259533,101.7584434,APARTMENT,NA,263,235000,892,Selengor,143.5,Town,2.68E-05,969472.6,120.25,6755.90662,15.25,18.25,71.09,62.73,610.06,371.63,197.72,6675.95,688.46,312.32,20,10,20,20,20,3,12,20
205,AMPANG JAYA,2017,4/4/17,Residential,TAMAN BUKIT SEGAR EMAS/CHERAS HARTAMAS(AMPG),JALAN CH12,"JALAN CH12, AMPANG JAYA",3.0838869+101.7457001,3.0838869,101.7457001,SEMI-D,NA,579,1850000,NA,Selengor,143.5,Town,2.68E-05,969472.6,120.25,6755.90662,13.71,19.33,70.87,60.02,811.08,296.23,226.88,3942.85,670.85,62.5,6,12,20,20,7,8,7,20
206,AMPANG JAYA,2017,1/20/2017,Residential,TAMAN BUKIT SEGAR EMAS/CHERAS HARTAMAS(AMPG),JALAN CH 10,"JALAN CH 10, AMPANG JAYA",3.0821114+101.7466937,3.0821114,101.7466937,SEMI-D,NA,579,1850000,NA,Selengor,143.5,Town,2.68E-05,969472.6,120.25,6755.90662,13.52,18.95,70.67,59.65,968.4,353.1,72.97,4014.75,728.79,116.57,6,10,20,20,20,8,5,20
207,AMPANG JAYA,2017,3/16/2017,Residential,TAMAN PANDAN CAHAYA,JALAN PANDAN CAHAYA 2/2,"JALAN PANDAN CAHAYA 2/2, AMPANG JAYA",3.1384111+101.7571486,3.1384111,101.7571486,FLAT,NA,292,179000,612,Selengor,143.5,Town,2.68E-05,969472.6,120.25,6755.90662,15.14,18.83,72.83,64.15,216.64,471.42,12.25,7046.81,1162.26,261.54,20,11,20,20,20,7,7,20
208,AMPANG JAYA,2017,5/27/2017,Residential,TAMAN PANDAN MEWAH,JALAN MEWAH 4,"JALAN MEWAH 4, AMPANG JAYA",3.1393725+101.7595008,3.1393725,101.7595008,FLAT,NA,56,42000,753,Selengor,143.5,Town,2.68E-05,969472.6,120.25,6755.90662,15,18.48,72.69,63.8,69.82,519.72,57.95,7306.58,988.8,344.75,20,10,20,20,20,6,1,20
209,AMPANG JAYA,2017,7/25/2017,Residential,TAMAN PANDAN PERDANA,JALAN PERDANA 2/7,"JALAN PERDANA 2/7, AMPANG JAYA",3.1149408+101.7408006,3.1149408,101.7408006,FLAT,936,197,142000,721,Selengor,143.5,Town,2.68E-05,969472.6,120.25,6755.90662,12.91,17.18,70.17,59.7,273.78,245.09,649.02,4373.13,520.07,80.83,20,15,20,20,20,5,8,17
210,AMPANG JAYA,2017,1/25/2017,Industrial,TAMAN CAHAYA,JALAN CAHAYA 15,"JALAN CAHAYA 15, AMPANG JAYA",3.1450958+101.7593613,3.1450958,101.7593613,TERRACE FACTORY,NA,432,2800000,NA,Selengor,143.5,Town,2.68E-05,969472.6,120.25,6755.90662,15.41,18.17,72.76,63.85,365.64,58.95,587,7313.9,514.34,158.71,20,10,20,20,20,6,11,20
211,AMPANG JAYA,2017,4/28/2017,Residential,TAMAN PANDAN MEWAH,JALAN MEWAH 4,"JALAN MEWAH 4, AMPANG JAYA",3.1393725+101.7595008,3.1393725,101.7595008,FLAT,NA,200,150000,751,Selengor,143.5,Town,2.68E-05,969472.6,120.25,6755.90662,15,18.48,72.69,63.8,69.82,519.72,57.95,7306.58,988.8,344.75,20,10,20,20,20,6,1,20
212,AMPANG JAYA,2017,4/14/2017,Residential,TAMAN PANDAN MEWAH,JALAN MEWAH 4,"JALAN MEWAH 4, AMPANG JAYA",3.1393725+101.7595008,3.1393725,101.7595008,FLAT,936,173,130000,751,Selengor,143.5,Town,2.68E-05,969472.6,120.25,6755.90662,15,18.48,72.69,63.8,69.82,519.72,57.95,7306.58,988.8,344.75,20,10,20,20,20,6,1,20
213,AMPANG JAYA,2017,6/28/2017,Residential,TAMAN PANDAN CAHAYA,JALAN PANDAN CAHAYA 2/5,"JALAN PANDAN CAHAYA 2/5, AMPANG JAYA",3.1377952+101.7576273,3.1377952,101.7576273,FLAT,NA,205,130000,635,Selengor,143.5,Town,2.68E-05,969472.6,120.25,6755.90662,14.13,18.37,72.08,64.03,218.67,551.42,50.77,7101.92,1234.29,266.11,20,11,20,20,20,8,9,20
214,AMPANG JAYA,2017,3/28/2017,Residential,TAMAN PANDAN MEWAH,JALAN MEWAH 4,"JALAN MEWAH 4, AMPANG JAYA",3.1393725+101.7595008,3.1393725,101.7595008,FLAT,NA,182,137000,751,Selengor,143.5,Town,2.68E-05,969472.6,120.25,6755.90662,15,18.48,72.69,63.8,69.82,519.72,57.95,7306.58,988.8,344.75,20,10,20,20,20,6,1,20
215,AMPANG JAYA,2017,4/26/2017,Residential,KAMPUNG DATO MUFTI SHUIB (AMPANG),KAMPUNG TENGAH,"KAMPUNG TENGAH, AMPANG JAYA",3.1588+101.7574459,3.1588,101.7574459,BUNGALOW,NA,90,300000,680,Selengor,143.5,Town,2.68E-05,969472.6,120.25,6755.90662,13.84,17.17,74.55,65.53,151.3,142.47,0,7171.4,740.67,184.89,20,10,20,20,20,7,6,20
216,AMPANG JAYA,2017,5/5/17,Residential,TAMAN LEMBAH MAJU,JALAN MAJU 2/1,"JALAN MAJU 2/1, AMPANG JAYA",3.1259533+101.7584434,3.1259533,101.7584434,APARTMENT,936,246,219688,892,Selengor,143.5,Town,2.68E-05,969472.6,120.25,6755.90662,15.25,18.25,71.09,62.73,610.06,371.63,197.72,6675.95,688.46,312.32,20,10,20,20,20,3,12,20
217,AMPANG JAYA,2017,3/31/2017,Residential,SOUTH VIEW @ ONE AMPANG AVENUE,JALAN AMPANG UTAMA 1/1,"JALAN AMPANG UTAMA 1/1, AMPANG JAYA",3.155368+101.7513587,3.155368,101.7513587,CONDOMINIUM,NA,410,490000,NA,Selengor,143.5,Town,2.68E-05,969472.6,120.25,6755.90662,15.9,20.4,73.67,65.17,90.07,56.29,105.11,6480.83,51.78,168.87,20,14,20,20,20,6,8,20
219,AMPANG JAYA,2017,4/5/17,Residential,KAMPUNG AMPANG CAMPURAN,JALAN IKAN EMAS 3,"JALAN IKAN EMAS 3, AMPANG JAYA",3.1180208+101.7206232,3.1180208,101.7206232,BUNGALOW,NA,95,290000,800,Selengor,143.5,Town,2.68E-05,969472.6,120.25,6755.90662,10.32,14.78,70.02,61,782.55,442.98,649.95,2801.62,791.28,114.72,20,20,20,20,4,6,8,19
220,AMPANG JAYA,2017,3/17/2017,Residential,KAMPUNG CHERAS BARU,LORONG 38B,"LORONG 38B, AMPANG JAYA",3.1128343+101.7502699,3.1128343,101.7502699,BUNGALOW,NA,63,250000,NA,Selengor,143.5,Town,2.68E-05,969472.6,120.25,6755.90662,15.3,20.15,69.46,61.08,589.9,552.92,605.98,5264.79,651.34,424.66,20,10,20,20,19,4,2,20
221,AMPANG JAYA,2017,5/18/2017,Residential,TAMAN PINGGIRAN CEMPAKA,JALAN PINGGIRAN CEMPAKA,"JALAN PINGGIRAN CEMPAKA, AMPANG JAYA",3.1371165+101.7502628,3.1371165,101.7502628,TOWN HOUSE,936,442,400000,904,Selengor,143.5,Town,2.68E-05,969472.6,120.25,6755.90662,13.87,15.9,71.56,61.22,353.23,361.39,276.31,6287.08,992.94,268.44,20,13,20,20,20,7,12,20
223,AMPANG JAYA,2017,5/25/2017,Residential,TAMAN PANDAN MEWAH,JALAN MEWAH 4,"JALAN MEWAH 4, AMPANG JAYA",3.1393725+101.7595008,3.1393725,101.7595008,FLAT,NA,206,155000,753,Selengor,143.5,Town,2.68E-05,969472.6,120.25,6755.90662,15,18.48,72.69,63.8,69.82,519.72,57.95,7306.58,988.8,344.75,20,10,20,20,20,6,1,20
225,AMPANG JAYA,2017,3/31/2017,Residential,TAMAN PANDAN PERDANA,JALAN PERDANA 6/6,"JALAN PERDANA 6/6, AMPANG JAYA",3.1128774+101.7436407,3.1128774,101.7436407,FLAT,NA,190,125000,657,Selengor,143.5,Town,2.68E-05,969472.6,120.25,6755.90662,15.3,19.07,70.42,61.42,65.23,251.49,52.65,4572.34,131.03,338.48,20,15,20,20,20,5,3,18
227,AMPANG JAYA,2017,3/16/2017,Industrial,TAMAN INDUSTRI BUKIT PERMAI,JALAN BUKIT PERMAI UTAMA 3,"JALAN BUKIT PERMAI UTAMA 3, AMPANG JAYA",3.1106906+101.7540593,3.1106906,101.7540593,SEMI-D FACTORY,957,485,3800000,NA,Selengor,143.5,Town,2.68E-05,969472.6,120.25,6755.90662,13.73,20.08,68.79,59.23,283.49,741.96,365.48,5601.81,1076.92,79.05,20,10,20,20,20,4,6,18
228,AMPANG JAYA,2017,4/13/2017,Residential,TAMAN PANDAN MEWAH,JALAN MEWAH 4,"JALAN MEWAH 4, AMPANG JAYA",3.1393725+101.7595008,3.1393725,101.7595008,APARTMENT,NA,525,395000,753,Selengor,143.5,Town,2.68E-05,969472.6,120.25,6755.90662,15,18.48,72.69,63.8,69.82,519.72,57.95,7306.58,988.8,344.75,20,10,20,20,20,6,1,20
229,AMPANG JAYA,2017,4/25/2017,Residential,KAMPUNG DATO MUFTI SHUIB (AMPANG),LORONG DATO' MUFTI 9,"LORONG DATO' MUFTI 9, AMPANG JAYA",3.1485798+101.7803251,3.1485798,101.7803251,BUNGALOW,NA,88,280000,NA,Selengor,143.5,Town,2.68E-05,969472.6,120.25,6755.90662,17.62,27.22,75.93,73.25,591.21,180.85,716.09,9669.59,737.56,332.26,5,2,20,20,6,3,2,15
230,AMPANG JAYA,2017,5/30/2017,Residential,KAMPUNG AMPANG CAMPURAN,KAMPUNG AMPANG CAMPURAN,"KAMPUNG AMPANG CAMPURAN, AMPANG JAYA",3.133184+101.7682358,3.133184,101.7682358,BUNGALOW,969,80,500000,NA,Selengor,143.5,Town,2.68E-05,969472.6,120.25,6755.90662,14.92,16.55,72.88,62.2,434.48,218,195.54,8016.55,1481.84,84.48,20,7,20,20,20,3,11,20
231,AMPANG JAYA,2017,4/21/2017,Residential,SOUTH VIEW @ ONE AMPANG AVENUE,JALAN AMPANG UTAMA 1/1,"JALAN AMPANG UTAMA 1/1, AMPANG JAYA",3.155368+101.7513587,3.155368,101.7513587,CONDOMINIUM,NA,493,520000,NA,Selengor,143.5,Town,2.68E-05,969472.6,120.25,6755.90662,15.9,20.4,73.67,65.17,90.07,56.29,105.11,6480.83,51.78,168.87,20,14,20,20,20,6,8,20
232,AMPANG JAYA,2017,6/19/2017,Residential,SOUTH VIEW @ ONE AMPANG AVENUE,JALAN AMPANG UTAMA 1/1,"JALAN AMPANG UTAMA 1/1, AMPANG JAYA",3.155368+101.7513587,3.155368,101.7513587,CONDOMINIUM,NA,403,430000,NA,Selengor,143.5,Town,2.68E-05,969472.6,120.25,6755.90662,15.9,20.4,73.67,65.17,90.07,56.29,105.11,6480.83,51.78,168.87,20,14,20,20,20,6,8,20
233,AMPANG JAYA,2017,3/17/2017,Residential,TAMAN PANDAN CAHAYA,JALAN PANDAN CAHAYA 2/2,"JALAN PANDAN CAHAYA 2/2, AMPANG JAYA",3.1384111+101.7571486,3.1384111,101.7571486,FLAT,NA,296,188000,635,Selengor,143.5,Town,2.68E-05,969472.6,120.25,6755.90662,15.14,18.83,72.83,64.15,216.64,471.42,12.25,7046.81,1162.26,261.54,20,11,20,20,20,7,7,20
236,AMPANG JAYA,2017,1/23/2017,Industrial,TAMAN INDUSTRI BUKIT PERMAI,JALAN BUKIT PERMAI UTAMA 3,"JALAN BUKIT PERMAI UTAMA 3, AMPANG JAYA",3.1106906+101.7540593,3.1106906,101.7540593,SEMI-D FACTORY,NA,484,5000000,NA,Selengor,143.5,Town,2.68E-05,969472.6,120.25,6755.90662,13.73,20.08,68.79,59.23,283.49,741.96,365.48,5601.81,1076.92,79.05,20,10,20,20,20,4,6,18
237,AMPANG JAYA,2017,6/8/17,Residential,TAMAN PANDAN PERDANA,JALAN PERDANA 9/10,"JALAN PERDANA 9/10, AMPANG JAYA",3.1223459+101.7446611,3.1223459,101.7446611,FLAT,NA,249,150000,603,Selengor,143.5,Town,2.68E-05,969472.6,120.25,6755.90662,12.87,15.87,70.99,61.58,72.68,691.01,252.95,5145.44,897.01,258.96,20,15,20,20,20,5,8,20
238,AMPANG JAYA,2017,5/18/2017,Residential,KAMPUNG TASIK TAMBAHAN,LORONG 2/1F,"LORONG 2/1F, AMPANG JAYA",3.1299665+101.7738172,3.1299665,101.7738172,TERRACE HOUSE,NA,531,312000,588,Selengor,143.5,Town,2.68E-05,969472.6,120.25,6755.90662,15.81,19.57,73.77,65.22,344.09,71.18,255.26,8405.98,1815.01,122.73,11,5,20,20,20,1,10,20
239,BALAKONG,2011,12/23/2011,Commercial,TAMAN JUARA JAYA,JALAN JUARA 1/5,"JALAN JUARA 1/5, BALAKONG",3.0390641+101.7316473,3.0390641,101.7316473,SHOP UNIT,NA,13,20000,NA,Selengor,28.7,Town,0,80536.03,103.35,2806.133449,19.08,30.13,59.46,57.85,802.52,307.81,1259.79,2503.22,1195.17,NA,6,8,14,20,8,3,NA,4
